lastmodified	id	title	abstract	speakers_name	location_name	location_id	day	date	start	end	duration	language	experiencelevel	track	type	url	slides_pdflink	slides_pptlink	slides_keylink	slides_slideshare	recordings_youtube	recordings_vimeo	recordings_oggtheora	recordings_mpeg4video	recordings_oggvorbis	recordings_mpeg4audio	recordings_mp3audio
03.05.2013 00:00:00	5966	Stop! Hackertime!	Hubs are spaces where stuff is done, not just talked about. Time to set aside the words and bring out the hands. In this session we encourage Hub participants and anyone else to come and run workshops, share your knowledge and learn new skill's. So far we offer you: DIY air quality, music making, bio hacking, biogas demonstration kit, and DIY wind generator.	Jay Cousins	Global Innovation Lounge	Global Innovation Lounge	1	06.05.2013 00:00:00	06.05.2013 14:00:00	06.05.2013 14:30:00	30	English	Beginner	business & innovation	Vortrag												
03.05.2013 00:00:00	5189	The Advent of the dot LAN Era	As much as the Internet is transforming and enhancing business, education and culture in Africa, entrepreneurs in Cameroonian's technology community are slowly drifting towards the development of offline applications designed for wireless Intranets. Observing such LAN startups and exploring the rationale behind this migration reveals critical economic and political challenges facing the success of the Internet in Africa. It also harbingers the beginning of a new era in Africa's internet history, the dot LAN era.	Al Banda	Global Innovation Lounge	Global Innovation Lounge	1	06.05.2013 00:00:00	06.05.2013 15:15:00	06.05.2013 15:45:00	30	English	Beginner	business & innovation	Vortrag												
03.05.2013 00:00:00	6206	Why innovation, collaboration and entrepreneurship matters? Experiences in Green Technology Innovation from Ethiopia	Ethiopia is focusing on Agricultural Development Led Industrialization (ADLI). Focusing of Green technologies, ICT & Creative industries, iceaddis supports the high potentials with full scale support with open space, prototyping and product design. We would like to share our two years journey & how we influence the Ethiopian youth with promoting entrepreneurial mind-set.	Markos Lemma, Oliver Petzoldt	Global Innovation Lounge	Global Innovation Lounge	1	06.05.2013 00:00:00	06.05.2013 15:45:00	06.05.2013 16:15:00	30	English	Beginner	politics & society	Vortrag												
03.05.2013 00:00:00	5516	Im Gespräch mit "Everyday Rebellion" – Über die Macht des gewaltlosen Widerstands	"Everyday Rebellion" ist ein Kinodokumentarfilm mit Cross-Media-Plattform über die Macht des gewaltlosen Widerstands und neue Formen des zivilen Ungehorsams in einer Zeit des globalen Umbruchs. Der Film von Arman und Arash T. Riahi ist zur Zeit in Produktion und wird voraussichtlich Ende 2013 ins Kino kommen. Im Gespräch mit den Filmregisseuren diskutieren wir die Rolle von Do-It-Yourself Aktivismus-Anleitungen in einer Revolution. Wir fragen nach best practices beim Dreh von Dokumentationen zu sozialkritischen Themen und warum sie sich bei "Everyday Rebellion" für ein Cross-Media Projekt entschieden haben.	Arash T. Riahi, Arman Riahi	workshop B	workshop B	1	06.05.2013 00:00:00	06.05.2013 12:45:00	06.05.2013 13:45:00	60	German	Beginner	re:campaign	Diskussion												
03.05.2013 00:00:00	6126	Mobilisieren mit dem neuen Nonprofit-Programm von Youtube	Hat deine Organisation eine Geschichte zu erzählen? Möchtet ihr wirksame Kampagnen auf Youtube starten und einen emotionalen Kontakt zu euren Unterstützern herstellen? Dann schließt euch dem neuen YouTube-Programm für gemeinnützige Organisationen in Deutschland an. Passt das Branding eures Youtube-Channel an und sammelt Spenden innerhalb der Youtube-Gemeinschaft. Nutzt die Call-to-Action Overlays, Text-Hinweise und Spendenmöglichkeit in Videos, um Freiwillige zu mobilisieren, Gesetzesänderungen einzufordern oder Spenden für wohltätige Zwecke zu sammeln. In diesem Workshop erfahrt ihr, wie ihr Youtube als NGO optimal nutzen könnt.	Sabine Frank	workshop B	workshop B	1	06.05.2013 00:00:00	06.05.2013 14:00:00	06.05.2013 15:00:00	60	German	Beginner	re:campaign	Vortrag												
03.05.2013 00:00:00	5518	Mach' es zu ihrem Projekt - New Volunteer Management im Campaigning	Freiwilligenmanagement meint die Planung, Organisation und Koordination von freiwilligem Engagement in einer Organisation. Das New Volunteer Management geht darüber hinaus. Im Vordergrund steht nicht das 'get the work done', sondern der Beziehungsaufbau. Schon lange werden dafür Unterstützergemeinschaften in lokalen Gruppen organisiert. Mit Aktionen und Projekten ‚vor Ort‘ machen die Volunteers die Kampagne zu ‚ihrem Projekt‘. Doch was ist mit 'virtuellen' Gemeinschaften, die nicht mehr der Wohnort sondern allein das gemeinsame Interesse eint? Wie lassen sich diese Communitys ansprechen und mobilisieren? Im Workshop werden Erkenntnisse aus der aktuellen Szeneforschung mit Freiwilligenmanagement verknüpft und praktische Ansätze für das New Volunteer Management im Campaigning diskutiert	Hannes Jähnert	workshop B	workshop B	1	06.05.2013 00:00:00	06.05.2013 15:15:00	06.05.2013 16:15:00	60	German	Fortgeschrittene	re:campaign	Workshop												
03.05.2013 00:00:00	1698	Sportblogs und Sportjournalismus - Von investigativen Journalismus aus der Nische	Sportblogs haben sich in den letzten Jahren zu einer erfolgreichen Nische innerhalb des Onlinejournalismus entwickelt. Dank knapper Ressourcen und immer kleiner werdenden Redaktionen stehen in den klassischen Medien meist nur die großen Sportarten im Vordergrund und außerhalb der Artikel über Fußball gibt es kaum Hintergrundberichterstattung. Das gilt auch für investigative Berichte oder tief gehende Analysen. Doch diese findet man mehr und Blogs, die in die Bresche springen. Sie liefern nicht nur mehr Hintergründe, sondern sind aufgrund ihrer Unabhängigkeit in der Lage auch investigative Berichte zu veröffentlichen. Auf der anderen Seite machen es viele Rechteinhaber es Bloggern extrem schwer an Informationen zu kommen. Komplette Logouts, also die Nicht-Akkreditierung eines Blogger zu einem Event, sind an der Tagesordnung. Die Podiumsdiskussion soll Einblicke in folgende Bereiche geben: Investigativer Journalismus in Blogs Zusammenarbeit mit Rechteinhabern und Veranstaltern Finanzierung und Kooperationen Community Management und Interaktion zwischen Fans, Blogger, Rechteinhabern und Sponsoren Fanprojekte 	Alexander Hauser, Don Dahlmann, Sebastian Fiebrig, Kai Pahl	stage 7	stage 7	1	06.05.2013 00:00:00	06.05.2013 16:30:00	06.05.2013 17:00:00	30	German	Fortgeschrittene	media	Diskussion												
03.05.2013 00:00:00	6125	Blog Forever	Institutional and private archiving activities are trying to preserve the web. However, it is a complex task that needs more sophisticated approaches to archive information for later access. Therefore, the BlogForever project focuses specifically on blogs. Beside the technical aspects of archiving, it has to be clarified who should and is allowed to archive what? What are important parts of the web, and of a website? Who should be when allowed to access archived information? The session will give an overview on web archiving and blog archiving, and raises different questions to facilitate the discussion in the community.	Hendrik Kalb	stage 7	stage 7	1	06.05.2013 00:00:00	06.05.2013 17:15:00	06.05.2013 17:30:00	15	English	Beginner	science & technology	Vortrag												
03.05.2013 00:00:00	7964	#party – Snake'n'Tiger (Friedrich Scherlebeck) @ re:fill-Bar	Dance! Dance! Dance!		re:publica	re:publica	1	06.05.2013 00:00:00	06.05.2013 18:00:00	06.05.2013 19:00:00	60	English	Beginner	re:publica	Aktion												
03.05.2013 00:00:00	7965	#party – BATIDA DJ SET (Ten Cities, Lisbon) @ re:fill-Bar	Dance! Dance! Dance!	Pedro Coquenão	re:publica	re:publica	1	06.05.2013 00:00:00	06.05.2013 20:00:00	06.05.2013 21:00:00	60	English	Beginner	re:publica	Aktion												
03.05.2013 00:00:00	2161	Radio Universal	Das Format "Radio" erlebt im Netz in Form von Podcasts eine Renaissance, die vor allem von ihren Nutzern vorangetrieben wird. Podcasts werden als Ort der Weiterbildung, der Unterhaltung, der Debatte und der gesellschaftlichen Auseinandersetzung als Medium akzeptiert. Das Radio wird vom Netz nach seinen eigenen Regeln neu definiert und öffnet sich dabei seinen Nutzern. Podcasting als alternative Distributionsmethode für Radioinhalte setzt sich zunehmend durch. Beschleunigt wird dieser Vorgang durch den Trend zu Apps und Smartphones, sowie durch den Ausbau der mobilen Datennetze und lässt UKW als Verbreitungsmethode in zunehmenden Maße in den Hintergrund treten. Das "universelle Radio" möchte dabei die bisherigen Grenzen der Verbreitung sprengen und neue Anwendungen und Verbreitung ermöglichen. Metadaten, Shownotes, Transkriptionen sollen kollaborativ erfasst, ergänzt und korrigiert werden. Radiosendungen werden mit Echtzeit- und nachträglichen Annotationen gespeichert und veröffentlicht. Doch leider gab es lange Zeit nur wenig technische Fortschritte, die die Möglichkeiten der digitalen Verbreitung ausnutzten. Die Podlove-Initiative ist angetreten, hier neue Standards zu schaffen und geht dabei selbst innovativ vor, in dem durch Crowdfunding eine kontinuierliche Entwicklung von Open Source Software befördert wird. 	Tim Pritlove	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 08:00:00	07.05.2013 09:00:00	60	German	Fortgeschrittene	media	Vortrag						http://youtube.com/watch?v=CIBN-e-aja8						
03.05.2013 00:00:00	6427	Unser Blog soll schöner werden	Seit bald neun Jahren berichtet netzpolitik.org fast täglich journalistisch über Politik in der digitalen Gesellschaft. Was als Hobby begann, wuchs zu einem kleinen Massenmedium mit rund 30.000 Leserinnen und Lesern am Tag an, was nicht mehr nebenbei zu bewältigen war. Und nun steht netzpolitik.org vor derselben Herausforderung wie fast jedes journalistisches Online-Medium: Wie kann die eigene Redaktion refinanziert werden, ohne zu einer Geldverbrennungsmaschine zu werden? Welche Möglichkeiten bieten sich an, ohne die Unabhängigkeit zu verlieren und weiterhin offen zu sein? Dazu wurde ein offener Prozess gestartet und die eigene Leserschaft eingebunden. In einer fortlaufenden Debatte werden verschiedene Möglichkeiten vorgestellt, wie sich zukünftig Onlinejournalismus refinanzieren kann. Über diesen Prozess, die Debatte und die Möglichkeiten einer Refinanzierung von Onlinejournalismus berichtet dieser Vortrag.	Markus Beckedahl	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 09:15:00	07.05.2013 10:15:00	60	German	Beginner	media	Vortrag						http://youtube.com/watch?v=Rb7c9sxMk2Q						
03.05.2013 00:00:00	5052	Digital Labor: New Opportunities, Old Inequalities	While it doesn't smell or look like labor at all; digital labor is part of the working lives of millions in the U.S., China, Russia, and India. Amazon Mechanical Turk is a thriving marketplace where “folks who have work meet up with folks who seek work,” as CEO Jeff Bezos innocently framed it. Work, as it turns out, is in fact radically atomized and inane zombie labor. Mechanical Turk does not reveal the identity of the employer to the worker and even if workers click away for 60 hours a week, they may have no idea what they're working on. The vast majority of this mind-numbing click work is exploitative simply because it isn't humanely possible to make minimum wage. And if being underpaid is not good enough for you, then think of the alienation and separation from other workers. In the legal gray-zone of the web with its extreme asymmetry of enforceable rights- heavily tilted towards the owners, paid crowdsourced workers are independent contractors, no matter what. The “wretched of the screen” are more fungible than ever; they are legally unshielded, de-skilled, underpaid or not paid at all. AMT is not an isolated, extreme example. Just take competitive outsourcing platforms like 99designs , which are based on the time–wasting logic of architecture competitions, leaving many of the designers who fully executed a job without pay. It comes at no surprise that in the midst of the worst financial crisis in living memory, workers knowingly enter exploitative relationships. As one AMT worker put it: "I realize I have a choice to work or not work on Amazon Mechanical Turk, but that means I would also not need to make the choice to eat or not eat, pay bills or not pay bills." (Felstiner 166) Platforms like AMT and 99designs have become templates for Post-Fordist labor; they are an affront to the decades-long labor struggle, think Haymarket Riots, Triangle Shirtwaist Factory, or On the Waterfront. It is really quite astonishing that digital labor managed to sneak up on the achievements of organized labor such as the 8-hour workday, paid sick leave and paid holiday, and minimum wage. Suddenly, all of these struggles seem like a dusty old shoe at a time when they are more relevant than ever. But to reduce all of digital labor to its Frankenstein moments would ignore its complexity. Let’s just take the mined informality of Stasi labor on Facebook which has hefty social costs but hey, there's also social utility and the jolly performance of self. But really, not all is bad in the land of digital labor and while a clear line in the sand must be drawn to make it unmistakably clear where exploitation is taking place and to distinguish it from moments when users are knowingly used, it is also our duty to play up new forms of transnational solidarity like Turkopticon and the shining examples of public-spirited work: from Open Street Map, and Foldit, to Ushahidi, and eBird. These projects can teach us how to walk away from the parasitical world of digital labor or how to transform it. References: Felstiner, Alek. “Working the Crowd: Employment and Labor Law in the Crowdsourcing Industry.” Vol. 32. Berkeley Journal of Employment and Labor Law,, 2011. 1.	R. Trebor Scholz	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 10:30:00	07.05.2013 11:30:00	60	English	Beginner	politics & society	Vortrag						http://youtube.com/watch?v=52CqKIR0rVM						
03.05.2013 00:00:00	5053	Net Neutrality	Net Neutrality. What's that all about? A recent announcement by Deutsche Telekom that Internet service might change – allowing some online content and services to get faster service than others – has brought the debate over how to protect an open Internet back into the headlines. For years, companies, governments, and citizens have been arguing over whether and how to guarantee that the Net remains an open marketplace of ideas and commerce that gives everyone the same opportunity to access the network. Now is time to settle the question. In this session, we will demystify the technical issues; we will explain the connection between net neutrality at home and Internet Freedom around the world; and we will talk through what it will take to make the principle of openness a global standard of Internet governance.	Ben Scott, Hannah Seiffert, Markus Beckedahl	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 11:45:00	07.05.2013 12:45:00	60	English	Beginner	science & technology	Vortrag						http://youtube.com/watch?v=MQAK38KCjfY						
03.05.2013 00:00:00	3983	Netzgemüse: The Kids Are Alright	Mit ihrem Buch "Netzgemüse – Aufzucht und Pflege der Generation Internet" haben Tanja und Johnny Haeusler die elterlichen Herausforderungen bei der Erziehung digital Aufwachsender erfolgreich auf die Agenda gebracht. Auf der re:publica werden sie über die Erfahrungen sprechen, die sie während ihrer Vorträge in Gesprächen mit anderen Eltern sammeln konnten und außerdem etwas fordern.	Tanja Haeusler, Johnny Haeusler	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 13:00:00	07.05.2013 13:30:00	30	German	Fortgeschrittene	media	Vortrag						http://youtube.com/watch?v=PDYEl62g1b8						
03.05.2013 00:00:00	2042	Heute aufwachsen in Digitalistan: Die neuen mündigen Menschen?	oder auch: Von Kindern, Menschenrechten, Aufklärung und Widerstand. Angeblich sind ja schon die Eltern jetziger Kinder (also wir!) Teil einer apolitischen Null-Bock-Generation. Die Kids sitzen gängigen Klischees zufolge entweder quasi ganztägig tumb vor Fernsehern und Konsolen, hängen in Chaträumen ab, können keinen geraden Satz mehr sprechen, geschweige denn schreiben, oder – das andere Extrem – werden gedrillt, Zehn-Finger-zerschrieben und zerschult, bis sie nur noch Wissen erbrechen. Was bleibt diesen Kindern dann – wahlweise Stroh im Kopf oder keine Zeit für gar nix? Entweder gar kein Interesse oder nur elternmotivierte Karriere hinter der Stirn? Oder gestalten sie vielleicht doch? Dieser Vortrag will Projekte aufzeigen, kleine und große, von einzelnen Kindern, von Schulklassen, von kinder-gegründeten Organisationen. Projekte, mit denen die Kinder von heute schon heute die Welt verändern, und zwar insbesondere: durch mündiges digitales Handeln. Von der kleinen Projektgruppeninitiative neunjähriger Kinder, die sich eigenständig bei Firmen nach Herstellungsmethoden ihrer Süßwaren erkundigen ("Betreff: Schokolade und Sklaven"), über Schüler-Handmade-Online-Shops bis zu jenen, die selbst in die Schokoladenproduktion einsteigen: Das vorgestellte Spektrum wird überraschend vielseitig sein und hoffentlich neuen Mut machen hinsichtlich der „Jugend von heute“. Auch erforderliche Rahmenbedingungen für eine erfolgreiche Förderung (nicht nur digitalen) Engagements von Kindern und Jugendlichen sollen aufgezeigt werden. Was braucht es tatsächlich in Elternhäusern, Kitas und Schulen? Oder konkret: Was gab es da, wo Projekte entstanden? Einen besonderen Fokus will dieser Vortrag bei allen o.g. Aspekten auf die Frage legen: Was scheint den Kindern von Digitalistan eigentlich besonders wichtig?	Manuela Schauerhammer	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 13:30:00	07.05.2013 14:00:00	30	German	Beginner	politics & society	Vortrag						http://youtube.com/watch?v=bQGURr6Vjzg						
03.05.2013 00:00:00	6403	Interactive Landscapes	The lecture shows a world shifting between the analog and the digital. Studio Roosegaarde creates interactive designs that explore the dynamic relation between space, people, and technology. The studio develops its own technology and is internationally known for interactive projects such as Dune, Intimacy and Smart Highway. Supported by Daimler AG. 	lidi brouwer	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 14:15:00	07.05.2013 15:15:00	60	English	Beginner	science & technology	Vortrag						http://youtube.com/watch?v=dUzqvMQ_9aY						
03.05.2013 00:00:00	6059	Netzpolitischer Nachmittag: IN/SIDE/OUT #digiges	Es ist der 1. Dienstag im Monat: Zeit für unseren allmonatlichen 'Netzpolitischen Abend' in der c-base. Aber dieses Mal ist re:publica - der einzige akzeptable Grund den Abend auf einen Nachmittag zu verschieben und ein paar Kilometer weiter westlich zu tagen: beim 'Netzpolitischen Nachmittag' des Digitalen Gesellschaft e.V.. Vor zwei Jahren – auf der re:publica 2011 – wurde der Verein als unabhängige Kampagnen-Plattform für Bürgerrechte im digitalen Zeitalter gegründet: Zeit zu schauen, was seitdem passiert ist und wo es uns hintreibt. Wir laden Euch ein, einen Einblick in unsere Arbeit, Erfolge und Ziele zu erhalten und uns mit Fragen dazu zu löchern: * Linnea Riensberg stellt euch kurz vor, was der Digitale Gesellschaft e.V. ist, wer dahinter steck & was wir im nächsten Jahr aufbauen wollen * Lavinia Steiner berichtet von unserer Netzneutralitäts-Kampagne: Unter dem Motto “Die Freiheit nehm ich Dir!” haben wir Ende letzten Jahres Aktionen gegen Vodafone gestartet, um gegen die Verletzung der Netzneutralität zu protestieren. Während unsere Kampagnenseite halbesnetz.de weiterhin über die vielen Vorteile eines Ramschnetz informiert, kannst Du mit unserem Vodafail-Remixer die Kampagne mit Deinen eigenen Slogans bereichern. Was ist daraufhin passiert und wie sollten wir weiter vorgehen? * Ulf Buermeyer berichtet von unserer Kampagne für mehr offene WLAN-Netze: Bisher ist es ein Risiko, offene Netze zu betreiben, weil hier die sogenannte Störerhaftung gilt. Das bedeutet, dass Betreiber freier WLANs - z.B. die Freifunker, aber auch Cafés und Restaurants - zum Abschalten gezwungen werden, indem man sie mit teuren Abmahnungen für Dinge haftbar macht, die andere über ihre Netze tun. Das finden wir falsch, und deswegen hat die DigiGes einen Gesetzentwurf geschrieben, um die Störerhaftung in diesem Bereich abzuschaffen. Das Gesetz soll am 13. Mai im Wirtschaftsausschuss des Deutschen Bundestages beraten werden, Ulf wird dort als Sachverständiger vertreten sein. * Leonhard Dobusch präsentiert die Homepage und geplante Aktivitäten zum Auftakt der neuen Kampagne "Recht auf Remix": In dem Maße, in dem die kreative Kopie Teil des kommunikativen Alltags breiter Bevölkerungsschichten wird, ist ein Recht auf Remix eine grundlegende Voraussetzung für die Kunst- und Meinungsfreiheit einer Gesellschaft. Mit der Kampange wollen wir für eine gesetzliche Verankerung von Remixrechten eintreten und einen Beitrag zu Sichtbarkeit von Remix als Kulturtechnik leisten. * Zum Abschluss berichtet Linnea vom Kampf um die Zukunft des Europäischen Datenschutzes. Derzeit werden in Brüssel die Weichen für die Zukunft unserer Privatssphäre gestellt. Auch wir mischen mit, damit Brüssel nicht allein auf IndustrievertreterInnen hört. Helft uns dabei, den Bürgerrechten eine Stimme zu geben! * Neben einem kleinen Ausblick sind wir gespannt auf Eure Fragen, Anregungen und Kritikpunkte. 	Linnea Riensberg, Lavinia Steiner, Ulf Buermeyer, Leonhard Dobusch	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 15:30:00	07.05.2013 16:30:00	60	German	Beginner	politics & society	Vortrag						http://youtube.com/watch?v=Uq-bwzIQ4Wg						
03.05.2013 00:00:00	6434	Color Concert & Waiting for Earthquakes	tba	Moon Ribas, Neil Harbisson	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 16:45:00	07.05.2013 17:45:00	60	English	Beginner	re:publica	Vortrag						http://youtube.com/watch?v=gAQQtamyO1A						
03.05.2013 00:00:00	1137	Das digitale Quartett - live on stage	Das Digitale Quartett (DQ) ist seit dem Start im September 2012 bereits zu einer Institution im sozialen Netz geworden. Das DQ mit den wechselnden Gastgebern Franziska Bluhm, Daniel Fiene, Richard Gutjahr, Thomas Knüwer und Ulrike Langer ist eine 60minütige Diskussionssendung. Wir senden montag um 21 Uhr per Hang Out on Air auf YouTube und laden Gäste aus der digitalen Welt ein, mit uns über den Medienwandel zu diskutieren - von der Netzpolitik bis hin zu Gadgets. Über digitale Trends, Aufreger und Phänomene, die unsere Gesellschaft beeinflussen - oder auch nicht. Themen waren bisher u.a. "Crowdfunding", "Die App ist tot", "Digitale Identität" und "Die US-Wahl im Netz" mit Gästen wie Sascha Lobo, Dirk von Gehlen, Markus Beckedahl, Kirsten Marquardt, Christian Jakubetz, Sascha Pallenberg u.v.m. Zur re:publica möchten wir außerhalb unserer normalen Sendezeit eine "live on stage" Sondersendung mit Beteiligung des Saalpublikums gestalten, die live gestreamt wird. Das aktuelle Thema und die Gäste der Sendung geben wir kurzfristig bekannt.	Ulrike Langer, Thomas Knüwer, Daniel Fiene	stage 2	stage 2	2	07.05.2013 00:00:00	07.05.2013 18:00:00	07.05.2013 19:00:00	60	German	Fortgeschrittene	re:publica	Diskussion						http://youtube.com/watch?v=8D8g8Xol6bg						
03.05.2013 00:00:00	4257	Wissen.Macht.Moral – über das Digitale (im) Marionettentheater	Auf dem Weg in ein digital-vernetztes Atopia beobachten wir eine neue moralphilosophische Qualitaet von Wissen als Handlungsvermoegen und von der Schoenheit einer virtuellen Polis. Denn „so findet sich auch, wenn die Erkenntnis gleichsam durch ein Unendliches gegangen ist, die Grazie wieder ein; so, dass sie, zu gleicher Zeit, in demjenigen menschlichen Körperbau am reinsten erscheint, der entweder gar keins, oder ein unendliches Bewusstsein hat, d. h. in dem Gliedermann, oder in dem Gott. [...] Mithin müssten wir wieder vom Baum der Erkenntnis essen, um in den Stand der Unschuld zurückzufallen?	Manouchehr Shamsrizi	stage 5	stage 5	2	07.05.2013 00:00:00	07.05.2013 08:00:00	07.05.2013 09:00:00	60	German	Fortgeschrittene	politics & society	Vortrag						http://youtube.com/watch?v=Z0EfKzKi0So						
03.05.2013 00:00:00	4694	Werde Shareholder der Revolution	RLF ist ein multimediales künstlerisches Projekt (Roman, Designausstellung, Konzeptkunstwerk, Dokumentarfilm, Lifestyle-Unternehmen, Webseite, Soziales Netzwerk, Game...), das die Lebensbedingungen in der Konsumgesellschaft darstellt und verschärft erlebbar macht. So liefert es eine kritische Reflexion der Beziehungen zwischen Widerstand und Werbung. Es zeigt, wie Produktmarketing alle Lebensbereiche – von Konsum über Kunst bis hin zu politischem Protest – durchdringt, und fragt, ob man den Kapitalismus mit seinen eigenen Methoden überwinden kann oder ob jedwede Kritik letztlich zur Stärkung des bestehenden Systems führt. Initiatoren von RLF sind die serbische Politaktivistin Slavia, der Berliner Künstler Mikael Mikael und der Hamburger Designprofessor Friedrich von Borries. Alle Ereignisse und medialen Erscheinungsformen von RLF beeinflussen und bedingen sich gegenseitig. Sie dienen dazu, die Inhalte von RLF und die Geschichte von Slavia, Mikael Mikael und Friedrich von Borries zu erzählen. Dabei werden bewusst die Grenzen zwischen Fiktion und Realität verwischt. Als Genre-übergreifendes Transmedia-Projekt wirft RLF Kernfragen der Gegenwart auf: Kann man den Kapitalismus mit seinen eigenen Mitteln überwinden, oder führt Kritik letztlich ur zur Stärkung des bestehenden Systems? Wer ist ein echter Teilnehmer von Protest und Widerstand – und wer bloß ihr Konsument? Was ist im Kapitalismus Realität – und was Fiktion? Werde Shareholder der Revolution!	Friedrich von Borries	stage 5	stage 5	2	07.05.2013 00:00:00	07.05.2013 09:15:00	07.05.2013 09:45:00	30	German	Fortgeschrittene	culture	Vortrag						http://youtube.com/watch?v=azD5EUy8HkI						
03.05.2013 00:00:00	2442	Mediated Life after Virtualization. A Critical Look at the Scenarios Forecast by New Wearable Augmented Reality Visualization Technologies.	What will follow the inevitable technological peak and demise of old communication technologies such as the mobile and the screen? If the mobile embodied the newly acquired freedom from the constrained spaces of earlier mediated communications. And the screen, the frame, the partition that for a long time both connected and divided reality from its representation. The “SixthSense” and “Project Glass” both represent the early steps in the final technological, cognitive and cultural evolution that will finally embrace media transparency and invisibility (Project Glass), and welcome media anthropomorphization (SixthSense) in the illusion of a new “unmediated” and “augmented” life. Mobiles and the screen will not disappear, at first, but new “seamless” and “immersive” technological evolutions will acquire social, cultural and market dominance while cannibalizing previous technological milestones very much like television did with photography, radio and cinema, and the computer did with them all. 	Francesco Lapenta	stage 5	stage 5	2	07.05.2013 00:00:00	07.05.2013 09:45:00	07.05.2013 10:15:00	30	English	Fortgeschrittene	science & technology	Vortrag						http://youtube.com/watch?v=wJYtHBD0XbI						
03.05.2013 00:00:00	1642	IN, SIDE, OUT of SCIENCE	Die digitale Welt schafft viele Chancen, die Öffentlichkeit an Forschung zu beteiligen und Forschung transparenter werden zu lassen. Die Entschlüsselung von Enzymen durch Gamer, die Beurteilung von Prototypen in der frühen Forschungsphase oder CrowdSourcing sind erste Anfänge. In der deutschen Forschungslandschaft kommt dieser Prozess nur schleppend voran. Auf dem Podium werden Prof. Dr. Anders Levermann (Potsdam-Institut für Klimafolgenforschung, bloggender Forscher), Lars Fischer (Blogger und Wissenschaftsjournalist 2012) und Solveig Wehking (Fraunhofer-Gesellschaft, Forschungsplanung) diskutieren, was IN, SIDE oder OUT für Forschung und Wissenschaftskommunikation bedeuten. Gemeinsam wird mit dem Auditorium diskutiert, wie viel Partizipation wünschenswert ist, wo die Grenzen liegen und wie sich der Beruf von Wissenschaftlern und Wissenschaftlerinnen durch Social Media verändert. Moderiert wird die Diskussion von Ruth Schöllhammer. 	Solveig Wehking, Lars Fischer, Anders Levermann, Ruth Schöllhammer	stage 5	stage 5	2	07.05.2013 00:00:00	07.05.2013 10:30:00	07.05.2013 11:30:00	60	German	Fortgeschrittene	science & technology	Diskussion						http://youtube.com/watch?v=JZI3peYWGUU						
03.05.2013 00:00:00	5337	How radical are Open Access and the Digital Humanities?	Digitization has opened the ivory tower of academic publishing and research to everyone - by now Open Access and Open Data are acknowledge by the EU while Digital Humanities have become a buzzword to win a research funding. So far the struggle has been easy: we considered "open" and "digital" as good, while "closed" was bad. Now things are getting complicated. Not only that several commercial publishers have started successful Open Access journals. The digitization of the Humanities seem to push our universities according to neoliberal demands: pragmatic and project oriented, not critical and independent. What critical potential has digitization to offer? Can it really change our knowledge landscape? Supported by Fraktion DIE LINKE. im Bundestag.	Mercedes Bunz, Nishant Shah, David Berry, Cornelius Puschmann	stage 5	stage 5	2	07.05.2013 00:00:00	07.05.2013 11:45:00	07.05.2013 12:45:00	60	English	Fortgeschrittene	research & education	Diskussion						http://youtube.com/watch?v=-9d0KM1I0aw						
